srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,Label
59.166.0.0,7364,5,4224,1,1,0.076909,3390,40986,31,29,7,22,0,346383.4063,4189886.75,56,58,255,255,3027834417,884580005,61,707,0,0,79.921629,78.07487,1421932849,1421932849,1.392436,1.340667,0.000614,0.000484,0.00013,0,0,0,0,0,8,6,3,2,1,1,1,0
59.166.0.0,14699,4,80,1,1,0.004138,1042,824,31,29,2,2,3,1763170.625,1434509.5,8,10,255,255,1576940243,3727614689,130,82,1,83,32.975225,0.684135,1421951169,1421951169,0.541,0.382222,0.000851,0.000695,0.000156,0,0,1,0,0,1,3,7,14,1,1,7,0
59.166.0.8,59813,8,20120,1,1,0.012745,2230,14740,31,29,7,11,0,1358964.25,8995527.0,34,36,255,255,4057190359,1925226755,66,409,0,0,0.0,20.855079,1421949498,1421949498,0.375545,0.3484,0.000698,0.000547,0.000151,0,0,0,0,0,2,7,4,3,1,1,1,0
59.166.0.2,37352,8,38720,1,1,0.044309,3094,33818,31,29,7,18,0,547608.8125,5983795.5,50,50,255,255,2165256498,20151058,62,676,0,0,63.253349,1.768353,1421948525,1421948525,0.897041,0.893143,0.000669,0.000534,0.000135,0,0,0,0,0,5,5,2,1,1,1,1,0
149.171.126.18,1043,12,53,0,3,1e-05,264,0,60,0,0,0,1,105600000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1421933699,1421933699,0.01,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,3,3,3,3,3,0
59.166.0.0,4639,11,25,1,1,0.184799,37360,3276,31,29,18,8,6,1586242.375,138312.4375,52,40,255,255,646908955,647990496,718,82,0,0,449.407216,15.561556,1421951707,1421951708,3.616549,4.723231,0.000714,0.000589,0.000125,0,0,0,0,0,1,1,3,1,1,1,1,0
59.166.0.4,37801,5,62539,0,0,0.001747,528,304,31,29,0,0,0,1813394.375,1044075.563,4,4,0,0,0,0,132,76,0,0,0.610705,0.319388,1421946224,1421946224,0.438333,0.231333,0.0,0.0,0.0,0,0,0,0,0,7,5,3,3,1,1,3,0
59.166.0.8,45556,1,53,0,0,0.001335,146,178,31,29,0,0,1,437453.1563,533333.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421942885,1421942885,0.012,0.005,0.0,0.0,0.0,0,0,0,0,0,5,3,1,7,2,1,1,0
59.166.0.6,40080,4,22,1,1,0.671863,12472,12820,31,29,17,17,4,146386.9844,150197.2813,70,62,255,255,3067651064,3067975712,178,207,0,0,631.75885,673.02889,1421941389,1421941390,9.737145,11.001476,0.000781,0.00063,0.000151,0,0,0,0,0,2,1,3,1,1,1,1,0
59.166.0.1,37653,8,53,0,0,0.000956,130,162,31,29,0,0,1,543933.0625,677824.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421935783,1421935783,0.001,0.007,0.0,0.0,0.0,0,0,0,0,0,3,4,3,3,1,1,1,0
59.166.0.1,15556,8,111,0,0,0.005057,568,304,31,29,0,0,0,673917.3125,360688.1563,4,4,0,0,0,0,142,76,0,0,1.936296,1.658401,1421939758,1421939758,1.376667,1.180667,0.0,0.0,0.0,0,0,0,0,0,7,9,4,13,2,1,3,0
175.45.176.1,1043,14,53,0,3,4e-06,114,0,254,0,0,0,1,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932544,1421932544,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,13,13,8,7,7,3,7,1
59.166.0.5,14467,11,60759,1,1,0.223,8928,320,31,29,4,1,2,297434.9688,9578.475586,14,6,255,255,1211577110,1517818672,638,53,0,0,1570.855333,67.143883,1421937406,1421937407,17.153845,44.452398,0.000717,0.000562,0.000155,0,0,0,0,0,3,3,5,5,1,1,3,0
59.166.0.2,63865,9,35774,1,1,0.080119,3182,38534,31,29,7,20,0,311636.4375,3776482.5,52,54,255,255,636731173,2810733694,61,714,0,0,0.0,87.08612,1421945648,1421945648,1.563157,1.500491,0.000721,0.000589,0.000132,0,0,0,0,0,10,11,7,8,4,4,4,0
59.166.0.8,35290,0,41349,1,1,0.03113,2854,30384,31,29,7,17,0,717507.25,7645615.5,46,48,255,255,3240177510,3249935249,62,633,0,0,43.258655,42.419782,1421940477,1421940477,0.683911,0.664891,0.000671,0.000538,0.000133,0,0,0,0,0,4,5,4,2,1,1,1,0
59.166.0.7,55435,11,61572,1,1,0.016958,2958,32650,31,29,7,18,0,1366670.625,15094704.0,48,50,255,255,1468030479,3623922765,62,653,0,0,0.0,19.35368,1421944840,1421944840,0.352489,0.335367,0.000687,0.000522,0.000165,0,0,0,0,0,8,15,12,5,4,4,5,0
59.166.0.0,60918,11,53,0,0,0.001055,146,178,31,29,0,0,1,553554.5,674881.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421951301,1421951301,0.007,0.001,0.0,0.0,0.0,0,0,0,0,0,2,4,4,1,1,1,1,0
59.166.0.5,21220,8,39676,1,1,0.003527,424,8824,31,29,1,4,2,841508.375,18347604.0,8,12,255,255,2447396188,304948533,53,735,0,0,24.828861,18.274732,1421938224,1421938224,0.438,0.275,0.000627,0.000499,0.000128,0,0,0,0,0,3,6,5,6,1,1,4,0
59.166.0.7,24954,11,25,1,1,0.819869,37274,3380,31,29,18,8,0,356720.4063,32200.26758,52,42,255,255,2920241971,2921304098,717,80,0,0,1312.697936,42.293879,1421934295,1421934296,16.068961,19.984854,0.000616,0.000486,0.00013,0,0,0,0,0,11,19,2,1,1,1,1,0
59.166.0.6,57650,0,53,0,0,0.001074,130,162,31,29,0,0,1,484171.3125,603351.9375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421940887,1421940887,0.01,0.008,0.0,0.0,0.0,0,0,0,0,0,3,5,7,3,2,2,2,0
59.166.0.0,60975,11,53,0,0,0.000985,130,162,31,29,0,0,0,527918.75,657868.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421934483,1421934483,0.008,0.006,0.0,0.0,0.0,0,0,0,0,0,16,4,3,5,2,1,2,0
59.166.0.7,31796,3,26685,1,1,0.003873,320,1846,31,29,1,2,2,551510.4375,3337981.0,6,8,255,255,2384852692,239056187,53,231,0,0,40.099028,0.819383,1421930554,1421930554,0.6788,0.484143,0.000606,0.00048,0.000126,0,0,0,0,0,4,3,5,9,1,1,4,0
59.166.0.4,25132,9,111,0,0,0.004634,568,312,31,29,0,0,0,735433.75,403970.6563,4,4,0,0,0,0,142,78,0,0,1.673015,1.486103,1421934324,1421934324,1.188,1.059333,0.0,0.0,0.0,0,0,0,0,0,15,9,4,4,1,1,3,0
59.166.0.2,2085,2,53,0,0,0.001273,146,178,31,29,0,0,1,458758.8125,559308.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421938862,1421938862,0.002,0.004,0.0,0.0,0.0,0,0,0,0,0,3,4,3,3,1,1,1,0
59.166.0.4,48847,5,49288,1,1,0.006362,3872,2456,31,29,7,7,0,4598554.0,2917321.5,18,18,255,255,33754418,39294208,215,136,0,0,18.038004,0.473056,1421945543,1421945543,0.355647,0.342941,0.00065,0.000529,0.000121,0,0,0,0,0,18,25,15,21,3,3,6,0
59.166.0.5,48372,8,46552,1,1,0.046831,4862,79132,31,29,7,36,0,820823.8125,13356964.0,84,84,255,255,1161398977,3320374329,58,942,0,0,32.869481,33.56086,1421946125,1421946125,0.560108,0.557976,0.000653,0.000518,0.000135,0,0,0,0,0,10,9,3,7,1,1,1,0
175.45.176.2,62488,14,80,1,1,0.553894,868,1370,62,252,2,2,0,11294.58008,17317.39258,10,8,255,255,2716613322,2073952637,87,171,0,0,3260.866499,98.402234,1421932936,1421932936,61.543778,69.900859,0.146104,0.063893,0.082211,0,1,0,0,0,1,1,4,1,1,1,1,1
59.166.0.3,19908,3,63910,1,1,0.056267,4862,77300,31,29,7,36,0,683171.3125,10862779.0,84,86,255,255,170543010,194053476,58,899,0,0,0.0,38.163735,1421943747,1421943747,0.673916,0.656071,0.000621,0.000497,0.000124,0,0,0,0,0,7,2,4,3,1,1,2,0
59.166.0.4,12045,4,21,1,1,0.030893,2934,3742,31,29,11,15,5,745282.125,951154.0,52,54,255,255,3833899269,1690101002,56,69,0,0,57.258044,1.563365,1421942210,1421942210,0.599765,0.572264,0.000702,0.00056,0.000142,0,0,0,1,1,1,1,7,7,1,1,5,0
59.166.0.2,32862,1,80,1,1,1.942079,1580,10168,31,29,3,5,3,5968.861328,39561.72656,12,18,255,255,4284611003,4286313947,132,565,1,3924,17506.55665,14090.71433,1421937071,1421937073,176.520994,114.209057,0.000679,0.00052,0.000159,0,0,1,0,0,2,2,3,4,1,1,2,0
59.166.0.2,29804,5,6881,1,1,20.82308,25368,1094788,31,29,38,390,0,9724.59375,420115.75,452,858,255,255,1982983957,2016351375,56,1276,0,0,19060.79001,13846.86517,1421948660,1421948681,46.170205,24.296888,0.000801,0.000643,0.000158,0,0,0,0,0,15,13,3,5,1,1,2,0
149.171.126.18,47439,12,53,0,3,1e-05,264,0,60,0,0,0,1,105600000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1421933764,1421933764,0.01,0.0,0.0,0.0,0.0,0,0,0,0,0,7,7,3,3,3,3,3,0
59.166.0.0,38022,5,40594,0,0,0.037066,544,304,31,29,0,0,0,88059.13281,49209.51563,4,4,0,0,0,0,136,76,0,0,9.89596,11.275761,1421936982,1421936982,7.005,7.979667,0.0,0.0,0.0,0,0,0,0,0,9,10,5,4,1,1,3,0
59.166.0.2,45545,3,53,0,0,0.001034,146,178,31,29,0,0,1,564796.9375,688588.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421936035,1421936035,0.022,0.006,0.0,0.0,0.0,0,0,0,0,0,4,4,4,3,2,1,1,0
59.166.0.2,50789,3,29765,1,1,0.241632,4688,2768,31,29,7,7,0,148755.125,87836.04688,24,24,255,255,215971033,2368857119,195,115,0,0,789.437228,22.348854,1421952047,1421952047,10.489783,10.481435,0.000736,0.000555,0.000181,0,0,0,0,0,10,6,3,5,1,1,3,0
59.166.0.9,29070,3,80,1,1,1.156311,1580,7488,31,29,3,4,3,10024.98438,48568.24609,12,16,255,255,3175901952,3176971828,132,468,1,3924,10866.3739,9314.85279,1421945384,1421945385,105.088543,77.04967,0.000693,0.00056,0.000133,0,0,6,0,0,1,1,12,4,4,4,4,0
59.166.0.1,55051,11,63866,1,1,0.048361,4550,67380,31,29,7,33,0,743078.125,11006886.0,78,80,255,255,2766265751,617019381,58,842,0,0,47.324987,38.766495,1421934696,1421934696,0.623688,0.603582,0.000827,0.000667,0.00016,0,0,0,0,0,7,15,1,1,1,1,1,0
59.166.0.7,2472,0,33182,1,1,0.028187,2854,31142,31,29,7,17,0,792422.0625,8654770.0,46,48,255,255,4140303219,4164459192,62,649,0,0,36.329939,35.65585,1421951821,1421951821,0.618711,0.589234,0.000616,0.000486,0.00013,0,0,0,0,0,2,6,1,2,1,1,1,0
59.166.0.6,46561,4,33223,1,1,0.055035,2646,26060,31,29,7,15,0,375470.1563,3702080.5,42,44,255,255,2147615675,2258923407,63,592,0,0,89.716599,87.793559,1421930435,1421930435,1.334512,1.265419,0.000746,0.000611,0.000135,0,0,0,0,0,4,7,2,2,1,1,1,0
59.166.0.4,5158,5,18521,1,1,0.004841,8928,320,31,29,4,1,2,13701302.0,441231.1563,14,6,255,255,792956663,804567188,638,53,0,0,18.946661,1.414502,1421951389,1421951389,0.372385,0.8454,0.000595,0.000476,0.000119,0,0,0,0,0,3,3,4,6,1,1,4,0
59.166.0.5,21436,8,80,1,1,1.021414,1580,10168,31,29,3,5,3,11348.97266,75221.21094,12,18,255,255,3857010023,1710434364,132,565,1,3924,9544.522387,7690.836474,1421941426,1421941427,92.81973,59.858175,0.00401,0.00382,0.00019,0,0,1,0,0,5,3,2,6,3,1,1,0
59.166.0.0,30263,0,3899,1,1,0.009995,2334,16734,31,29,7,12,0,1816908.375,13041720.0,36,38,255,255,2796546489,647292427,65,440,0,0,15.817113,14.766475,1421940229,1421940229,0.275086,0.260306,0.000749,0.000613,0.000136,0,0,0,0,0,3,6,1,2,1,1,1,0
59.166.0.9,47699,9,80,1,1,12.128935,19306,1087890,31,29,2,370,3,12698.88965,716588.5625,362,746,255,255,3407511617,3484674044,53,1458,1,524288,5260.574902,2990.686869,1421928773,1421928785,33.597253,16.279162,0.001119,0.000956,0.000163,0,0,1,0,0,2,1,1,1,1,1,1,0
59.166.0.4,17696,9,5190,1,1,2.618021,3640,19084,31,29,11,15,0,10881.50195,57194.34766,46,52,255,255,4133009432,1987921865,79,367,0,0,3949.650391,3713.845895,1421950772,1421950775,58.1704,51.321901,0.000751,0.000594,0.000157,0,0,0,0,0,6,9,5,1,1,1,1,0
59.166.0.8,30565,0,53,0,0,0.001013,130,162,31,29,0,0,1,513326.75,639684.0625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421928446,1421928446,0.011,0.01,0.0,0.0,0.0,0,0,0,0,0,2,2,4,3,1,1,1,0
59.166.0.2,15455,2,7855,1,1,0.566386,320,1938,31,29,1,2,2,3771.279785,23955.39453,6,8,255,255,1963210524,4194989774,53,242,0,0,7995.732246,197.707031,1421939956,1421939956,113.2114,80.844859,0.000601,0.000468,0.000133,0,0,0,0,0,4,1,1,2,1,1,1,0
59.166.0.0,26233,5,53,0,0,0.001055,146,178,31,29,0,0,1,553554.5,674881.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421931945,1421931945,0.01,0.001,0.0,0.0,0.0,0,0,0,0,0,1,2,2,2,1,1,1,0
59.166.0.3,35618,6,35480,1,1,0.02175,2958,32368,31,29,7,18,0,1065563.25,11667495.0,48,50,255,255,162048565,2307678238,62,647,0,0,25.289323,23.43255,1421935869,1421935869,0.454681,0.433327,0.000687,0.000511,0.000176,0,0,0,0,0,2,8,8,2,1,1,2,0
175.45.176.3,22175,22,179,1,1,0.702836,926,678,254,252,4,4,0,9788.913086,7079.888184,14,12,255,255,356365968,1464447096,66,57,0,0,2771.894544,72.330844,1421930482,1421930483,54.064306,57.976363,0.094555,0.064467,0.030088,0,1,0,0,0,4,4,1,1,1,1,1,0
59.166.0.0,58506,3,80,1,1,1.047187,1684,10168,31,29,3,5,0,11948.2002,73369.89844,14,18,255,255,2965131872,817353428,120,565,1,3924,8938.305685,7829.753462,1421955788,1421955789,80.524154,61.489239,0.002018,0.001864,0.000154,0,0,1,0,0,8,11,3,1,1,1,1,0
59.166.0.0,36788,9,6881,1,1,0.018363,1540,1644,31,29,4,4,0,629091.0625,676577.875,16,18,255,255,3136765484,3140857198,96,91,0,0,73.000687,2.243518,1421935351,1421935351,1.202867,1.052941,0.00058,0.000457,0.000123,0,0,0,0,0,21,9,8,17,12,1,6,0
59.166.0.6,24087,2,24160,1,1,0.046957,320,1930,31,29,1,2,2,45488.42578,287752.625,6,8,255,255,2167756941,30449640,53,241,0,0,648.72446,15.891412,1421929548,1421929548,9.3188,6.626714,0.000703,0.000563,0.00014,0,0,0,0,0,3,3,3,6,1,1,3,0
59.166.0.0,20275,9,36344,0,0,0.004468,528,304,31,29,0,0,0,709042.0625,408236.3438,4,4,0,0,0,0,132,76,0,0,1.853092,0.403757,1421939694,1421939694,1.315333,0.288,0.0,0.0,0.0,0,0,0,0,0,6,10,3,5,1,1,2,0
59.166.0.4,9210,4,33667,1,1,0.087067,3806,51422,31,29,7,26,0,344286.5938,4653244.0,64,66,255,255,3610089220,1460838437,59,779,0,0,81.645151,80.103088,1421944289,1421944289,1.377063,1.3298,0.000757,0.000619,0.000138,0,0,0,0,0,4,7,3,2,1,1,2,0
59.166.0.9,55613,3,143,1,1,0.780706,7808,15088,31,29,30,32,0,79353.82031,153389.375,122,126,255,255,334061272,2480487788,64,120,0,0,428.881784,423.085635,1421940139,1421940140,6.502925,6.241368,0.000667,0.000531,0.000136,0,0,0,0,0,6,4,5,2,1,1,2,0
175.45.176.1,47439,14,53,0,3,3e-06,114,0,254,0,0,0,1,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932410,1421932410,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,5,5,5,3,5,1
59.166.0.4,40536,9,5190,1,1,0.079295,1168,2468,31,29,4,4,0,109464.6563,233457.3438,14,16,255,255,1953768844,4099421669,83,154,0,0,421.11947,8.944583,1421941720,1421941720,6.071461,5.250867,0.000644,0.000526,0.000118,0,0,0,0,0,10,14,9,6,1,1,4,0
59.166.0.9,12205,9,143,1,1,0.032312,7812,15188,31,29,30,32,0,1918296.75,3730626.5,122,126,255,255,2386405693,2383192019,64,121,0,0,16.60857,14.643086,1421955519,1421955519,0.26635,0.253888,0.000706,0.000572,0.000134,0,0,0,0,0,9,16,2,4,1,1,2,0
59.166.0.3,18181,6,16420,1,1,0.200099,4550,72164,31,29,7,33,0,179591.0938,2849069.5,78,80,255,255,4284693071,2135392462,58,902,0,0,134.055895,132.147164,1421942562,1421942562,2.593753,2.526228,0.000645,0.000517,0.000128,0,0,0,0,0,6,10,4,2,1,1,1,0
59.166.0.9,21980,5,53,0,0,0.001104,146,178,31,29,0,0,1,528985.5,644927.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421942851,1421942851,0.011,0.008,0.0,0.0,0.0,0,0,0,0,0,4,4,1,2,1,1,1,0
59.166.0.8,52900,11,53,0,0,0.000991,146,178,31,29,0,0,1,589303.75,718466.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421953038,1421953038,0.001,0.001,0.0,0.0,0.0,0,0,0,0,0,3,3,1,1,1,1,1,0
59.166.0.0,39726,9,5190,1,1,0.944145,2158,2478,31,29,6,6,0,17531.20508,20124.02734,24,24,255,255,2309692059,160421077,90,103,0,0,2574.61928,70.524852,1421952408,1421952409,41.034825,41.024086,0.000718,0.00058,0.000138,0,0,0,0,0,3,5,2,2,2,1,1,0
59.166.0.6,27500,9,25,1,1,0.025793,37222,3380,31,29,18,8,6,11323073.0,1023533.563,52,42,255,255,2888525151,2889546269,716,80,0,0,29.442968,1.141039,1421954342,1421954342,0.498667,0.615976,0.000675,0.000528,0.000147,0,0,0,0,0,1,1,5,3,1,1,1,0
59.166.0.3,1342,2,22,1,1,0.088917,5928,8010,31,29,14,17,4,524804.0,708256.0,62,58,255,255,125267566,2270965824,96,138,0,0,190.310512,201.026144,1421939856,1421939856,1.457656,1.545386,0.000714,0.000576,0.000138,0,0,0,0,0,1,1,4,1,1,1,1,0
59.166.0.0,40396,9,53,0,0,0.000975,146,178,31,29,0,0,1,598974.375,730256.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421947612,1421947612,0.003,0.008,0.0,0.0,0.0,0,0,0,0,0,2,4,1,1,1,1,1,0
59.166.0.3,35351,0,15026,1,1,0.61686,8928,320,31,29,4,1,2,107525.2109,3462.698242,14,6,255,255,3119558852,2484218766,638,53,0,0,4189.406636,177.913312,1421930497,1421930497,47.450768,123.248797,0.00061,0.00049,0.00012,0,0,0,0,0,5,2,3,4,1,1,2,0
59.166.0.4,45608,5,43653,1,1,0.028025,2766,27384,31,29,7,16,0,771882.25,7647172.5,44,46,255,255,2185992228,2197132302,63,595,0,0,0.0,37.215273,1421933363,1421933363,0.643302,0.609667,0.000721,0.000586,0.000135,0,0,0,0,0,8,11,4,3,1,1,1,0
59.166.0.8,57052,2,29775,1,1,0.016019,2854,30136,31,29,7,17,0,1394344.25,14737000.0,46,48,255,255,157672809,157996242,62,628,0,0,20.141447,19.32053,1421946402,1421946402,0.348733,0.327596,0.00077,0.00061,0.00016,0,0,0,0,0,6,8,2,4,1,1,1,0
59.166.0.9,1557,5,53,0,0,0.001069,146,178,31,29,0,0,1,546304.9375,666043.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421954444,1421954444,0.01,0.004,0.0,0.0,0.0,0,0,0,0,0,4,2,5,9,2,1,4,0
59.166.0.9,43438,5,4222,1,1,0.34308,4664,3080,31,29,7,7,0,104885.1563,69441.52344,28,30,255,255,1307054072,1310212014,167,103,0,0,745.234054,19.309982,1421945721,1421945721,12.695074,11.812275,0.000663,0.000521,0.000142,0,0,0,0,0,7,7,4,6,1,1,3,0
175.45.176.1,28428,24,514,0,3,5e-06,1328,0,254,0,0,0,0,1062400000.0,0.0,2,0,0,0,0,0,664,0,0,0,0.0,0.0,1421929204,1421929204,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,29,29,10,10,10,1,10,1
59.166.0.2,2286,0,33147,1,1,0.11285,3926,55310,31,29,7,27,0,274133.8125,3863323.0,66,68,255,255,2852848377,2949839622,59,813,0,0,0.0,90.924805,1421931582,1421931582,1.731077,1.670537,0.001073,0.000921,0.000152,0,0,0,0,0,10,8,6,7,1,1,2,0
59.166.0.8,28405,9,80,1,1,27.672476,18682,1087890,31,29,2,370,3,5385.567871,314083.0625,350,746,255,255,2506090657,376788579,53,1458,1,524288,8198.645171,5597.43213,1421943235,1421943263,79.289784,37.143593,0.001611,0.00053,0.001081,0,0,1,0,0,2,1,2,5,1,1,2,0
59.166.0.6,59857,5,5190,1,1,0.007711,2158,2582,31,29,6,6,0,2146544.0,2576060.25,24,26,255,255,3097348312,952287610,90,99,0,0,17.928385,0.517698,1421929284,1421929284,0.32113,0.28496,0.000725,0.00058,0.000145,0,0,0,0,0,3,3,5,4,1,1,2,0
59.166.0.7,22006,4,19682,1,1,0.032997,3926,56628,31,29,7,27,0,937539.75,13527532.0,66,68,255,255,139087810,2300306763,59,833,0,0,0.0,27.178993,1421948353,1421948353,0.502523,0.484313,0.00068,0.000544,0.000136,0,0,0,0,0,2,7,4,2,1,1,1,0
59.166.0.4,43409,2,25,1,1,0.575861,37574,3380,31,29,18,8,6,511956.9063,45844.39844,52,42,255,255,1580470150,3825872429,723,80,0,0,852.698078,26.867361,1421941544,1421941545,11.284274,14.033366,0.000624,0.000489,0.000135,0,0,0,0,0,1,1,1,2,1,1,1,0
59.166.0.5,14010,2,5190,1,1,0.004141,1064,2260,31,29,4,4,0,1885534.875,4002897.75,12,12,255,255,1577429314,3727330680,89,188,0,0,17.007664,0.39576,1421932124,1421932124,0.343,0.319,0.000751,0.000621,0.00013,0,0,0,0,0,2,3,2,2,1,1,1,0
59.166.0.6,47210,5,32631,1,1,0.262036,4464,2768,31,29,7,7,0,130608.0078,80996.50781,24,24,255,255,934805279,3083415349,186,115,0,0,827.305061,23.437271,1421937567,1421937567,11.378826,11.368565,0.00069,0.000555,0.000135,0,0,0,0,0,6,12,6,3,1,1,3,0
59.166.0.5,40698,9,38392,1,1,0.022985,2750,27602,31,29,7,16,0,935566.6875,9398129.0,44,46,255,255,3058543825,3071442812,63,600,0,0,32.331006,32.581273,1421933923,1421933923,0.527023,0.497422,0.00073,0.00059,0.00014,0,0,0,0,0,13,6,2,4,1,1,1,0
59.166.0.3,7682,8,53,0,0,0.001141,146,178,31,29,0,0,1,511831.75,624014.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421937834,1421937834,0.012,0.008,0.0,0.0,0.0,0,0,0,0,0,5,4,4,3,2,2,2,0
59.166.0.2,15244,1,53,0,0,0.001035,146,178,31,29,0,0,0,564251.25,687922.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421934060,1421934060,0.011,0.008,0.0,0.0,0.0,0,0,0,0,0,10,3,2,2,1,1,1,0
59.166.0.4,41182,4,25,1,1,0.493852,37508,3172,31,29,18,8,6,595919.4375,50039.28516,52,38,255,255,2591106720,446330619,721,83,0,0,755.041706,33.769949,1421954359,1421954360,9.675509,13.249865,0.003738,0.003603,0.000135,0,0,0,0,0,2,1,2,2,1,1,1,0
59.166.0.6,8960,1,5190,1,1,0.010405,1920,4312,31,29,6,6,0,1409322.375,3177703.0,22,24,255,255,3706295738,3706576004,87,180,0,0,35.884836,26.480611,1421943459,1421943459,0.475762,0.427739,0.000678,0.000561,0.000117,0,0,0,0,0,4,8,3,1,1,1,1,0
59.166.0.1,7362,3,44024,1,1,0.219927,4160,2768,31,29,7,7,0,145029.9375,96504.75,24,24,255,255,3651999505,3655873772,173,115,0,0,661.822138,18.528975,1421937593,1421937593,9.548217,9.536218,0.00072,0.000586,0.000134,0,0,0,0,0,7,12,4,4,1,1,3,0
59.166.0.2,25160,6,53,0,0,0.001059,146,178,31,29,0,0,1,551463.625,672332.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421950193,1421950193,0.008,0.006,0.0,0.0,0.0,0,0,0,0,0,3,3,2,1,1,1,1,0
59.166.0.6,40309,11,11616,1,1,0.096977,4326,61786,31,29,7,30,0,352083.4688,5028161.0,74,74,255,255,1994499066,1994798591,58,835,0,0,84.679226,2.344565,1421945163,1421945163,1.323945,1.321014,0.000657,0.000533,0.000124,0,0,0,0,0,13,4,4,10,4,4,4,0
59.166.0.6,30578,4,63706,1,1,0.00474,424,8824,31,29,1,4,2,626160.375,13652321.0,8,12,255,255,2078732828,4235465159,53,735,0,0,40.062699,20.709069,1421948825,1421948825,0.633,0.385,0.000635,0.000501,0.000134,0,0,0,0,0,3,3,4,7,1,1,4,0
59.166.0.8,56309,0,21,1,1,1.314757,2934,3742,31,29,11,15,5,17511.98047,22349.37695,52,54,255,255,245621224,262856844,56,69,0,0,1755.163283,59.698156,1421947594,1421947596,25.772059,24.797,0.000643,0.000511,0.000132,0,0,0,1,1,1,1,6,2,1,1,2,0
59.166.0.4,4157,11,1234,1,1,0.022971,3614,46932,31,29,7,24,0,1237734.5,16081494.0,60,62,255,255,1835402193,1835698111,60,757,0,0,20.765572,20.506095,1421951380,1421951380,0.383695,0.367049,0.000719,0.00057,0.000149,0,0,0,0,0,7,6,2,4,1,1,1,0
59.166.0.6,54185,3,5190,1,1,0.149895,2048,2410,31,29,6,7,0,104766.6719,123713.2656,24,26,255,255,3346231848,1196954996,85,93,0,0,443.97839,0.0,1421934142,1421934142,6.482913,5.97148,0.000725,0.000597,0.000128,0,0,0,0,0,12,7,2,1,1,1,1,0
59.166.0.4,25168,9,53,0,0,0.001075,146,178,31,29,0,0,1,543255.8125,662325.5625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927670,1421927670,0.005,0.005,0.0,0.0,0.0,0,0,0,0,0,4,1,5,10,3,1,4,0
175.45.176.1,47439,14,53,0,3,1e-05,114,0,254,0,0,0,1,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931518,1421931518,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,4,4,4,4,1
59.166.0.7,6513,3,5254,1,1,0.007173,4312,2456,31,29,7,7,0,4542590.5,2587480.75,18,18,255,255,440013821,443243757,240,136,0,0,17.630894,0.519082,1421932140,1421932140,0.342765,0.391353,0.000655,0.000514,0.000141,0,0,0,0,0,6,5,6,5,1,1,3,0
59.166.0.9,40536,5,7355,1,1,0.031952,4238,60892,31,29,7,30,0,1046569.813,15040060.0,72,74,255,255,3898090767,1753015540,59,823,0,0,24.254605,23.654174,1421955714,1421955714,0.445451,0.42963,0.000714,0.000579,0.000135,0,0,0,0,0,16,2,1,10,1,1,1,0
