pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
172503,1528081327.28383,2,2,0,1,2,38575,3,80,4,616,1,3,1528081353.68229,171026,26.398455,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.113643,0.113643,0.0,61600,61600,400,400,400,400,0.15148,0.15148,100,100,0.151524,0.15148,400,400,0,DoS,TCP
29985,1528081321.92794,2,2,0,1,1,10734,4,80,6,830,1,3,1528081353.29353,28508,31.365587,0.012782,0.025564,0.063909,0.0,0.063909,5,1,770,60,0.15941,0.127528,0.0,41020,41020,292,292,492,492,0.186192,0.186192,50,50,0.191292,0.15603,148,148,0,DoS,TCP
178937,1528081327.70422,2,2,0,1,0,63030,5,80,4,616,1,3,1528081351.63853,177460,23.934309,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.125343,0.125343,0.0,46816,46816,304,304,376,376,0.167124,0.167124,76,76,0.167124,0.206321,304,304,0,DoS,TCP
186834,1528081328.26052,2,2,0,1,1,54060,4,80,6,736,2,1,1528081351.48625,185357,23.225735,0.014525,0.016869,0.0581,0.0,0.041181,4,2,616,120,0.215278,0.129261,0.043132,67960,67960,506,506,506,506,0.217974,0.217974,100,100,0.258334,0.217974,391,391,0,DoS,TCP
335442,1528081357.70033,2,2,0,1,2,16359,3,80,4,616,1,3,1528081389.66533,71812,31.964996,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.093853,0.093853,0.0,45640,45640,322,322,517,517,0.143731,0.143731,70,70,0.125137,0.174043,187,187,0,DoS,TCP
225282,1528081332.40433,2,2,0,1,2,59589,3,80,3,462,1,3,1528081350.08934,223805,17.685005,0.0,0.0,0.0,0.0,0.0,3,0,462,0,0.11309,0.11309,0.0,47160,47160,316,316,316,316,0.178734,0.178734,100,100,0.169635,0.178734,252,252,0,DoS,TCP
805114,1528084925.63609,0,1,1,3,0,61494,5,80,9,540,0,4,1528084950.46221,187837,24.826118,2.089324,1.045332,10.446619,0.0,2.678255,9,0,540,0,0.322241,0.322241,0.0,8100,8100,135,135,1070,1070,0.362521,0.362521,15,15,0.362521,0.436408,135,135,0,DoS,UDP
740875,1528084923.70857,0,1,1,3,2,22901,3,80,6,360,0,4,1528084948.38524,123598,24.676672,2.106085,2.1078,8.424341,0.0,4.332358,6,0,360,0,0.202621,0.202621,0.0,19440,19440,324,324,830,830,0.243167,0.243167,54,54,0.243145,0.33081,324,324,0,DoS,UDP
610270,1528081400.96391,1,5,0,1,3,10785,2,80,9,822,2,1,1528081450.73893,84489,49.775024,0.160503,0.006422,0.481509,0.151425,0.16527,6,3,642,180,0.160723,0.100452,0.040181,59184,59184,648,648,732,732,0.180917,0.180917,72,72,0.180814,0.15888,648,648,0,DoS,TCP
561673,1528081397.39451,2,2,0,1,1,58070,4,80,4,616,1,3,1528081453.78502,35891,56.390511,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.0532,0.0532,0.0,66880,66880,488,488,488,488,0.0865304,0.0865304,100,100,0.0709339,0.0865304,300,300,0,DoS,TCP
803693,1528084925.59806,0,1,1,3,2,37194,3,80,6,360,0,4,1528084949.17207,186416,23.574018,2.110654,2.111578,8.442616,0.0,4.30967,6,0,360,0,0.212098,0.212098,0.0,36000,36000,600,600,600,600,0.254517,0.254517,100,100,0.254517,0.254517,600,600,0,DoS,UDP
867970,1528084929.37716,0,1,1,3,2,58126,3,80,6,360,0,4,1528084950.88526,250693,21.508108,4.360658,0.300254,13.081973,4.10456,4.782027,6,0,360,0,0.23247,0.23247,0.0,36000,36000,600,600,600,600,0.278965,0.278965,100,100,0.278965,0.278965,600,600,0,DoS,UDP
475775,1528081361.77671,1,5,0,1,3,45771,2,80,6,548,2,1,1528081389.84239,212146,28.065678,0.143819,0.009925,0.287639,0.133895,0.153744,4,2,428,120,0.178154,0.106892,0.035631,54800,54800,600,600,600,600,0.213793,0.213793,100,100,0.213784,0.213793,600,600,0,DoS,TCP
690886,1528084922.66298,0,1,1,3,1,21511,4,80,7,420,0,4,1528084948.33054,73609,25.667557,2.700096,1.55908,10.800385,0.0,3.637565,7,0,420,0,0.233758,0.233758,0.0,42000,42000,700,700,700,700,0.272718,0.272718,100,100,0.272718,0.272718,700,700,0,DoS,UDP
516596,1528081380.10862,0,1,0,1,3,21063,2,80,3,274,2,1,1528081380.33216,252969,0.223535,0.223535,0.0,0.223535,0.223535,0.223535,2,1,214,60,8.947145,4.473572,0.0,27400,27400,300,300,300,300,15.5587,15.5587,100,100,13.4207,15.5587,300,300,0,DoS,TCP
547578,1528081396.33852,2,2,0,1,0,15324,5,80,5,770,1,3,1528081454.85999,21796,58.521481,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.068351,0.068351,0.0,77360,77360,506,506,506,506,0.0864601,0.0864601,100,100,0.0854387,0.0864601,506,506,0,DoS,TCP
715473,1528084923.12482,0,1,1,3,2,17129,3,80,6,360,0,4,1528084948.15613,98196,25.031309,2.110894,2.112567,8.443578,0.0,4.340671,6,0,360,0,0.19975,0.19975,0.0,15840,15840,264,264,656,656,0.23972,0.23972,44,44,0.2397,0.25989,264,264,0,DoS,UDP
319973,1528081357.30932,2,2,0,1,1,58028,4,80,7,890,2,1,1528081381.58283,56343,24.273512,0.008029,0.009887,0.040143,0.0,0.021698,5,2,770,120,0.247183,0.164789,0.056192,27640,27640,210,210,564,564,0.270357,0.270357,32,32,0.28838,0.196199,180,180,0,DoS,TCP
438662,1528081360.2011,2,2,0,1,0,35046,5,80,5,770,1,3,1528081384.42007,175033,24.218967,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.16516,0.16516,0.0,48750,48750,319,319,541,541,0.208408,0.208408,63,63,0.20645,0.225251,310,310,0,DoS,TCP
519985,1528081381.70854,0,1,0,1,3,24468,2,80,3,274,2,1,1528081381.87959,256358,0.171043,0.171043,0.0,0.171043,0.171043,0.171043,2,1,214,60,11.692966,5.846483,0.0,27400,27400,300,300,300,300,16.2285,16.2285,100,100,17.5394,16.2285,300,300,0,DoS,TCP
931012,1528084951.83087,0,1,1,3,2,4057,3,80,6,360,0,4,1528084972.41185,51578,20.580986,4.123894,0.030688,12.371683,4.083479,4.157653,6,0,360,0,0.242943,0.242943,0.0,36000,36000,600,600,600,600,0.291531,0.291531,100,100,0.291531,0.291531,600,600,0,DoS,UDP
202054,1528081329.55335,2,2,0,1,2,47128,3,80,4,616,1,3,1528081354.63992,200577,25.086571,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.119586,0.119586,0.0,61600,61600,400,400,400,400,0.159543,0.159543,100,100,0.159448,0.159543,400,400,0,DoS,TCP
57546,1528081322.43474,2,2,0,1,2,7392,3,80,4,616,1,3,1528081351.26243,56069,28.827688,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.104067,0.104067,0.0,36704,36704,242,242,521,521,0.1423,0.1423,59,59,0.138755,0.174551,242,242,0,DoS,TCP
133768,1528081325.1242,2,2,0,1,2,27986,3,80,5,676,2,1,1528081352.6881,132291,27.563896,0.023737,0.041114,0.094949,0.0,0.094949,4,1,616,60,0.145117,0.108838,0.0,26216,26216,180,180,416,416,0.159275,0.159275,41,41,0.181397,0.158458,80,80,0,DoS,TCP
651845,1528084922.08719,0,1,1,3,1,12776,4,80,7,420,0,4,1528084948.10889,34568,26.021694,2.726805,1.575752,10.907222,0.0,3.744375,7,0,420,0,0.230577,0.230577,0.0,20160,20160,336,336,596,596,0.269005,0.269005,48,48,0.269006,0.230903,336,336,0,DoS,UDP
628139,1528084921.76567,0,1,1,3,0,13726,5,80,10,600,0,4,1528084951.12294,10862,29.357273,1.758763,1.244627,10.55258,0.0,2.719327,10,0,600,0,0.306568,0.306568,0.0,60000,60000,1000,1000,1000,1000,0.340631,0.340631,100,100,0.340631,0.340631,1000,1000,0,DoS,UDP
911633,1528084951.6644,0,1,1,3,3,36217,2,80,13,780,0,4,1528084978.52089,32199,26.856491,3.587958,1.794015,17.939791,0.0,4.493808,13,0,780,0,0.446819,0.446819,0.0,78000,78000,1300,1300,1300,1300,0.484054,0.484054,100,100,0.484054,0.484054,1300,1300,0,DoS,UDP
156731,1528081326.37233,2,2,0,1,0,57347,5,80,4,616,1,3,1528081351.03356,155254,24.661224,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.121648,0.121648,0.0,61600,61600,400,400,400,400,0.162198,0.162198,100,100,0.162198,0.162198,400,400,0,DoS,TCP
378388,1528081358.60569,2,2,0,1,1,8489,4,80,6,830,1,3,1528081384.70626,114758,26.100571,0.027318,0.054636,0.136591,0.0,0.136591,5,1,770,60,0.191567,0.153253,0.0,84140,84140,619,619,619,619,0.237143,0.237143,100,100,0.22988,0.237143,342,342,0,DoS,TCP
952034,1528084952.01836,0,1,1,3,1,25146,4,80,7,420,0,4,1528084977.0467,72600,25.028341,2.680861,1.547835,10.723444,0.0,3.589775,7,0,420,0,0.239728,0.239728,0.0,35760,35760,596,596,704,704,0.290418,0.290418,82,82,0.279683,0.290583,596,596,0,DoS,UDP
268295,1528081355.82748,2,2,0,1,0,48388,5,80,5,770,1,3,1528081387.9831,4665,32.155617,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.124395,0.124395,0.0,33880,33880,220,220,639,639,0.155494,0.155494,44,44,0.155494,0.181362,220,220,0,DoS,TCP
186241,1528081328.20873,2,2,0,1,1,54016,4,80,5,676,1,3,1528081351.44948,184764,23.240749,0.006394,0.011075,0.025576,0.0,0.025576,4,1,616,60,0.172111,0.129084,0.0,60992,60992,440,440,472,472,0.205786,0.205786,92,92,0.215139,0.202819,330,330,0,DoS,TCP
211838,1528081330.58616,2,2,0,1,1,62585,4,80,5,676,2,1,1528081352.37468,210361,21.788519,0.004729,0.008191,0.018917,0.0,0.018917,4,1,616,60,0.183583,0.137687,0.0,67600,67600,500,500,500,500,0.229438,0.229438,100,100,0.229479,0.229438,250,250,0,DoS,TCP
443677,1528081360.32851,2,2,0,1,2,45440,3,80,6,830,2,1,1528081383.87269,180048,23.587364,3.014043,2.101746,9.04213,0.043183,4.580048,5,1,770,60,0.211978,0.169893,0.0,82460,82460,591,591,591,591,0.250914,0.250914,100,100,0.254373,0.250914,491,491,0,DoS,TCP
266777,1528081355.78273,2,2,0,1,1,43360,4,80,6,924,1,3,1528081393.37652,3147,37.593788,0.0,0.0,0.0,0.0,0.0,6,0,924,0,0.133001,0.133001,0.0,103620,103620,787,787,787,787,0.209357,0.209357,100,100,0.159601,0.209357,84,84,0,DoS,TCP
388077,1528081358.82278,2,2,0,1,2,30858,3,80,6,830,2,1,1528081393.10271,124447,34.279934,1.184905,2.031771,4.73962,0.0,4.703945,5,1,770,60,0.145858,0.116686,0.0,80840,80840,564,564,564,564,0.164481,0.164481,100,100,0.17503,0.164481,264,264,0,DoS,TCP
95463,1528081323.49643,2,2,0,1,0,41506,5,80,5,770,1,3,1528081355.22055,93986,31.724125,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.126087,0.126087,0.0,29260,29260,190,190,562,562,0.157609,0.157609,38,38,0.157609,0.200762,190,190,0,DoS,TCP
637145,1528084921.90567,0,1,1,3,0,20196,5,80,10,600,0,4,1528084951.18971,19868,29.284042,1.75642,1.242982,10.538523,0.0,2.721217,10,0,600,0,0.307335,0.307335,0.0,40200,40200,670,670,901,901,0.341483,0.341483,67,67,0.341483,0.319141,670,670,0,DoS,UDP
687557,1528084922.60648,0,1,1,3,3,13287,2,80,12,720,0,4,1528084951.068,70280,28.461519,3.301863,1.782378,16.509314,0.0,4.704238,12,0,720,0,0.386487,0.386487,0.0,50400,50400,840,840,1050,1050,0.421616,0.421616,70,70,0.421622,0.379961,840,840,0,DoS,UDP
573997,1528081398.27314,2,2,0,1,2,50920,3,80,4,616,1,3,1528081457.80552,48215,59.532372,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.050393,0.050393,0.0,63040,63040,424,424,424,424,0.0711985,0.0711985,100,100,0.0671903,0.0711985,304,304,0,DoS,TCP
176073,1528081327.5131,2,2,0,1,2,39669,3,80,4,616,1,3,1528081353.80439,174596,26.291288,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.114106,0.114106,0.0,46200,46200,300,300,425,425,0.152191,0.152191,75,75,0.152142,0.158972,300,300,0,DoS,TCP
559724,1528081397.25376,2,2,0,1,2,46373,3,80,5,676,1,3,1528081456.28102,33942,59.027264,0.038906,0.067388,0.155625,0.0,0.155625,4,1,616,60,0.067765,0.050824,0.0,64600,64600,450,450,450,450,0.0761682,0.0761682,100,100,0.0847066,0.0761682,271,271,0,DoS,TCP
529394,1528081394.95629,1,5,0,1,3,61089,2,80,9,822,2,1,1528081444.40812,3612,49.451836,0.132989,0.004079,0.398966,0.128634,0.138442,6,3,642,180,0.161774,0.101108,0.040443,27126,27126,297,297,633,633,0.181976,0.181976,33,33,0.181995,0.117565,297,297,0,DoS,TCP
782356,1528084924.87156,0,1,1,3,0,56400,5,80,10,600,0,4,1528084950.08639,165079,25.214834,3.052463,0.867904,15.262317,2.560631,4.785877,10,0,600,0,0.356933,0.356933,0.0,60000,60000,1000,1000,1000,1000,0.396596,0.396596,100,100,0.396592,0.396596,1000,1000,0,DoS,UDP
207991,1528081330.19205,2,2,0,1,1,60714,4,80,5,676,1,3,1528081352.15158,206514,21.959528,0.004457,0.00772,0.017829,0.0,0.017829,4,1,616,60,0.182153,0.136615,0.0,67960,67960,506,506,506,506,0.230375,0.230375,100,100,0.227692,0.230375,130,130,0,DoS,TCP
786238,1528084925.00036,0,1,1,3,3,46415,2,80,11,660,0,4,1528084949.84122,168961,24.840855,4.488957,0.191592,17.955828,4.20033,4.728472,11,0,660,0,0.402563,0.402563,0.0,65340,65340,1089,1089,1096,1096,0.442867,0.442867,99,99,0.442819,0.441343,1089,1089,0,DoS,UDP
454606,1528081360.60747,2,2,0,1,2,48129,3,80,6,830,2,1,1528081384.21866,190977,23.65205,3.028214,2.112747,9.084641,0.040861,4.570343,5,1,770,60,0.211398,0.169411,0.0,62130,62130,448,448,573,573,0.25283,0.25283,75,75,0.253678,0.237686,383,383,0,DoS,TCP
666327,1528084922.29919,0,1,1,3,1,16152,4,80,7,420,0,4,1528084948.18125,49050,25.882063,2.718256,1.570327,10.873025,0.0,3.712537,7,0,420,0,0.231821,0.231821,0.0,19320,19320,322,322,970,970,0.270458,0.270458,46,46,0.270458,0.354255,322,322,0,DoS,UDP
180554,1528081327.81822,2,2,0,1,1,52396,4,80,5,676,2,1,1528081351.29238,179077,23.474165,0.004337,0.007512,0.017348,0.0,0.017348,4,1,616,60,0.1704,0.1278,0.0,58088,58088,448,448,516,516,0.229841,0.229841,83,83,0.213,0.219087,400,400,0,DoS,TCP
259215,1528081343.10485,0,1,0,1,3,64454,2,80,3,274,2,1,1528081343.29746,257788,0.192602,0.192602,0.0,0.192602,0.192602,0.192602,2,1,214,60,10.384109,5.192054,0.0,27400,27400,300,300,300,300,16.5597,16.5597,100,100,15.5762,16.5597,300,300,0,DoS,TCP
572844,1528081398.22062,2,2,0,1,2,50196,3,80,6,736,2,1,1528081457.54471,47062,59.324089,0.041146,0.042542,0.164583,0.0,0.097579,4,2,616,120,0.084283,0.05057,0.057091,65020,65020,457,457,457,457,0.0769617,0.0769617,100,100,0.101139,0.0769617,213,213,0,DoS,TCP
64324,1528081322.5895,1,5,0,1,3,7633,2,80,6,548,2,1,1528081346.60815,62847,24.018646,0.094808,0.050315,0.189616,0.044493,0.145123,4,2,428,120,0.208172,0.124903,0.041634,17536,17536,192,192,541,541,0.250024,0.250024,32,32,0.249806,0.18413,192,192,0,DoS,TCP
37642,1528081322.04797,2,2,0,1,0,26718,5,80,4,616,1,3,1528081354.09386,36165,32.045891,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.093616,0.093616,0.0,27720,27720,180,180,469,469,0.124821,0.124821,45,45,0.124821,0.154549,180,180,0,DoS,TCP
525911,1528081394.73601,2,2,0,1,5,80,0,48335,5,582,2,1,1528081450.63489,127,55.94516,0.01157,0.02004,0.04628,0.0,0.04628,4,1,522,60,0.071499,0.053668,0.0,8490,8490,71,71,416,5,0.0846253,0.0846253,15,15,0.0846253,0.0893732,55,55,0,DoS,TCP
101377,1528081323.70362,2,2,0,1,2,19151,3,80,5,676,2,1,1528081351.98342,99900,28.279793,0.017299,0.029963,0.069197,0.0,0.069197,4,1,616,60,0.141444,0.106083,0.0,62512,62512,434,434,452,452,0.158213,0.158213,97,97,0.176805,0.160213,160,160,0,DoS,TCP
200236,1528081329.32491,0,1,0,1,3,35381,2,80,3,274,2,1,1528081329.49818,198759,0.173269,0.173269,0.0,0.173269,0.173269,0.173269,2,1,214,60,11.542746,5.771373,0.0,12604,12604,138,138,420,420,19.5546,19.5546,46,46,17.3141,0.330015,138,138,0,DoS,TCP
667522,1528084922.31333,0,1,1,3,0,31314,5,80,9,540,0,4,1528084948.85388,50245,26.54055,1.325013,1.325736,7.950076,0.0,2.734262,9,0,540,0,0.301426,0.301426,0.0,33480,33480,558,558,1014,1014,0.339104,0.339104,62,62,0.339104,0.37086,558,558,0,DoS,UDP
714424,1528084923.10348,0,1,1,3,1,26723,4,80,7,420,0,4,1528084948.51972,97147,25.416235,2.68482,1.550099,10.739279,0.0,3.590054,7,0,420,0,0.23607,0.23607,0.0,40320,40320,672,672,720,720,0.275414,0.275414,96,96,0.275415,0.282069,672,672,0,DoS,UDP
220885,1528081331.73901,2,2,0,1,2,57736,3,80,3,462,1,3,1528081349.86719,219408,18.128183,0.0,0.0,0.0,0.0,0.0,3,0,462,0,0.110325,0.110325,0.0,46734,46734,323,323,332,332,0.183576,0.183576,97,97,0.165488,0.188628,195,195,0,DoS,TCP
989471,1528084952.4436,0,1,1,3,0,53617,5,80,11,660,0,4,1528084979.67366,110037,27.230055,2.157174,0.964879,12.943043,0.0,2.604986,11,0,660,0,0.367241,0.367241,0.0,66000,66000,1100,1100,1100,1100,0.404077,0.404077,100,100,0.403965,0.404077,1100,1100,0,DoS,UDP
737335,1528084923.62067,0,1,1,3,3,30101,2,80,11,660,0,4,1528084949.24485,120058,25.624172,4.623052,0.125102,18.492207,4.454624,4.760617,11,0,660,0,0.390257,0.390257,0.0,59400,59400,990,990,1050,1050,0.429307,0.429307,90,90,0.429282,0.411247,990,990,0,DoS,UDP
453450,1528081360.58412,1,5,0,1,3,42917,2,80,6,548,2,1,1528081388.93099,189821,28.346878,0.14362,0.024706,0.28724,0.118914,0.168326,4,2,428,120,0.176386,0.105832,0.035277,54800,54800,600,600,600,600,0.211678,0.211678,100,100,0.211664,0.211678,600,600,0,DoS,TCP
208433,1528081330.22733,0,1,0,1,3,37577,2,80,3,274,2,1,1528081330.34358,206956,0.116254,0.116254,0.0,0.116254,0.116254,0.116254,2,1,214,60,17.203709,8.601854,0.0,18358,18358,201,201,391,391,25.8902,25.8902,67,67,25.8056,0.533734,201,201,0,DoS,TCP
147980,1528081325.8727,2,2,0,1,1,43764,4,80,6,736,2,1,1528081350.41896,146503,24.546259,0.012114,0.01297,0.048454,0.0,0.030783,4,2,616,120,0.203697,0.122218,0.052368,42164,42164,333,333,501,501,0.229774,0.229774,59,59,0.244436,0.195521,321,321,0,DoS,TCP
454352,1528081360.60612,2,2,0,1,1,37918,4,80,5,770,1,3,1528081392.0009,190723,31.394773,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.12741,0.12741,0.0,84260,84260,621,621,621,621,0.197804,0.197804,100,100,0.159262,0.197804,335,335,0,DoS,TCP
315827,1528081357.20745,2,2,0,1,1,57206,4,80,7,890,2,1,1528081381.51558,52197,24.308128,0.00814,0.01016,0.040701,0.0,0.023442,5,2,770,120,0.246831,0.164713,0.05309,42760,42760,321,321,603,603,0.264195,0.264195,50,50,0.28797,0.220013,250,250,0,DoS,TCP
51227,1528081322.31029,2,2,0,1,2,5554,3,80,4,616,1,3,1528081351.15376,49750,28.84347,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.10401,0.10401,0.0,63068,63068,437,437,447,447,0.1546,0.1546,98,98,0.13868,0.154624,277,277,0,DoS,TCP
499723,1528081372.53674,0,1,0,1,3,4224,2,80,3,274,2,1,1528081372.68147,236096,0.14473,0.14473,0.0,0.14473,0.14473,0.14473,2,1,214,60,13.818835,6.909418,0.0,27400,27400,300,300,300,300,20.674,20.674,100,100,20.7283,20.674,300,300,0,DoS,TCP
659117,1528084922.19036,0,1,1,3,3,3746,2,80,12,720,0,4,1528084950.92944,41840,28.73908,3.32115,1.78306,16.605751,0.0,4.709815,12,0,720,0,0.382754,0.382754,0.0,72000,72000,1200,1200,1200,1200,0.41755,0.41755,100,100,0.41755,0.41755,1200,1200,0,DoS,UDP
283822,1528081356.30129,2,2,0,1,0,53603,5,80,5,770,1,3,1528081389.2146,20192,32.913307,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.121531,0.121531,0.0,74690,74690,485,485,509,509,0.151889,0.151889,97,97,0.151914,0.155868,485,485,0,DoS,TCP
657457,1528084922.16373,0,1,1,3,1,14277,4,80,7,420,0,4,1528084948.13876,40180,25.975025,2.723089,1.573334,10.892356,0.0,3.728366,7,0,420,0,0.230991,0.230991,0.0,39900,39900,665,665,725,725,0.269489,0.269489,95,95,0.26949,0.277629,665,665,0,DoS,UDP
582005,1528081398.73936,2,2,0,1,0,23394,5,80,5,770,1,3,1528081455.81327,56223,57.073914,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.070085,0.070085,0.0,54260,54260,356,356,478,478,0.0890831,0.0890831,70,70,0.0876057,0.0937281,345,345,0,DoS,TCP
9541,1528081321.70309,2,2,0,1,0,10595,5,80,5,770,1,3,1528081352.40913,8064,30.706039,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.130268,0.130268,0.0,77000,77000,500,500,500,500,0.162827,0.162827,100,100,0.162834,0.162827,500,500,0,DoS,TCP
932843,1528084951.84334,0,1,1,3,1,19780,4,80,8,480,0,4,1528084976.8783,53409,25.034966,3.577243,0.005456,14.308973,3.568628,3.584268,8,0,480,0,0.279609,0.279609,0.0,38880,38880,648,648,895,895,0.319566,0.319566,81,81,0.319553,0.352632,648,648,0,DoS,UDP
984177,1528084952.37585,0,1,1,3,1,33417,4,80,8,480,0,4,1528084977.39795,104743,25.022095,3.57083,0.015368,14.283321,3.553518,3.593408,8,0,480,0,0.279753,0.279753,0.0,48000,48000,800,800,800,800,0.319768,0.319768,100,100,0.319717,0.319768,800,800,0,DoS,UDP
48778,1528081322.26341,2,2,0,1,0,29437,5,80,5,770,1,3,1528081354.37,47301,32.10659,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.124585,0.124585,0.0,23870,23870,155,155,587,587,0.155731,0.155731,31,31,0.155731,0.185464,155,155,0,DoS,TCP
983940,1528084952.37239,0,1,1,3,3,53564,2,80,13,780,0,4,1528084979.23507,104506,26.862684,3.591068,1.795549,17.955341,0.0,4.498724,13,0,780,0,0.446716,0.446716,0.0,78000,78000,1300,1300,1300,1300,0.483916,0.483916,100,100,0.483943,0.483916,1300,1300,0,DoS,UDP
970084,1528084952.21354,0,1,1,3,1,29884,4,80,8,480,0,4,1528084977.23024,90650,25.016691,3.569498,0.013595,14.277991,3.55711,3.592119,8,0,480,0,0.279813,0.279813,0.0,47040,47040,784,784,798,798,0.319758,0.319758,98,98,0.319786,0.318705,784,784,0,DoS,UDP
482691,1528081364.60116,1,5,0,1,3,52709,2,80,6,548,2,1,1528081392.11238,219064,27.511225,0.153638,0.035884,0.307277,0.117754,0.189523,4,2,428,120,0.181744,0.109046,0.036505,54800,54800,600,600,600,600,0.217771,0.217771,100,100,0.218093,0.217771,600,600,0,DoS,TCP
742140,1528084923.73305,0,1,1,3,0,47623,5,80,10,600,0,4,1528084949.5294,124863,25.796343,2.543696,1.545375,12.718478,0.0,4.878224,10,0,600,0,0.348887,0.348887,0.0,54000,54000,900,900,970,970,0.387652,0.387652,90,90,0.387652,0.3771,900,900,0,DoS,UDP
238361,1528081335.33967,2,2,0,1,2,1550,3,80,3,462,1,3,1528081350.95357,236884,15.613894,0.0,0.0,0.0,0.0,0.0,3,0,462,0,0.128091,0.128091,0.0,46200,46200,300,300,300,300,0.192139,0.192139,100,100,0.192137,0.192139,300,300,0,DoS,TCP
627434,1528084921.75754,0,1,1,3,0,13021,5,80,10,600,0,4,1528084951.11718,10157,29.359644,1.758347,1.244313,10.550082,0.0,2.717383,10,0,600,0,0.306543,0.306543,0.0,60000,60000,1000,1000,1000,1000,0.340605,0.340605,100,100,0.340604,0.340605,1000,1000,0,DoS,UDP
429726,1528081359.96053,2,2,0,1,0,31362,5,80,5,770,1,3,1528081383.2583,166097,23.297766,1.213836,2.102426,4.855344,0.0,4.855344,5,0,770,0,0.17169,0.17169,0.0,62370,62370,405,405,514,514,0.214565,0.214565,81,81,0.214613,0.220213,405,405,0,DoS,TCP
91866,1528081323.37261,1,5,0,1,3,13325,2,80,6,548,2,1,1528081348.90022,90389,25.527613,0.110181,0.046642,0.220363,0.063539,0.156824,4,2,428,120,0.195866,0.11752,0.039173,46032,46032,504,504,568,568,0.235274,0.235274,84,84,0.23504,0.218669,504,504,0,DoS,TCP
72992,1528081322.80227,1,5,0,1,3,9374,2,80,6,548,2,1,1528081347.25748,71515,24.455215,0.099829,0.050141,0.199659,0.049688,0.149971,4,2,428,120,0.204455,0.122673,0.040891,43840,43840,480,480,605,605,0.245424,0.245424,80,80,0.245346,0.234373,480,480,0,DoS,TCP
471028,1528081361.19701,2,2,0,1,2,52897,3,80,4,616,1,3,1528081384.74366,207399,23.546656,1.505646,2.129305,4.516938,0.0,4.516938,4,0,616,0,0.127407,0.127407,0.0,62560,62560,416,416,416,416,0.176622,0.176622,100,100,0.169876,0.176622,336,336,0,DoS,TCP
960062,1528084952.10246,0,1,1,3,2,13137,3,80,6,360,0,4,1528084972.67867,80628,20.576208,4.116494,0.027848,12.349482,4.081936,4.150131,6,0,360,0,0.242999,0.242999,0.0,36000,36000,600,600,600,600,0.291599,0.291599,100,100,0.291599,0.291599,600,600,0,DoS,UDP
223993,1528081332.1874,2,2,0,1,2,58863,3,80,4,522,2,1,1528081350.00019,222516,17.812786,0.043634,0.061708,0.130902,0.0,0.130902,3,1,462,60,0.168418,0.112279,0.0,5742,5742,44,44,467,467,0.224558,0.224558,11,11,0.224558,0.228289,44,44,0,DoS,TCP
97360,1528081323.54684,2,2,0,1,2,18163,3,80,4,616,1,3,1528081351.92388,95883,28.377041,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.105719,0.105719,0.0,61448,61448,410,410,424,424,0.147464,0.147464,98,98,0.140959,0.149172,410,410,0,DoS,TCP
321185,1528081357.34181,2,2,0,1,0,64434,5,80,5,770,1,3,1528081391.90181,57555,34.560001,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.115741,0.115741,0.0,43120,43120,280,280,510,510,0.144836,0.144836,56,56,0.144676,0.154777,280,280,0,DoS,TCP
182269,1528081327.94905,2,2,0,1,2,41225,3,80,5,676,2,1,1528081353.97027,180792,26.021223,0.021862,0.037866,0.087448,0.0,0.087448,4,1,616,60,0.153721,0.115291,0.0,24984,24984,172,172,355,355,0.169487,0.169487,39,39,0.192151,0.347127,80,80,0,DoS,TCP
